ipen;idTaxon;secteur;matched_name;Inventaire FRIBG;taxon.ott_id;ott_id;rank;wikidataId;wd_taxa_qid
XX 0 FRIBG 10002859;Hesperis matronalis L.;Syst‚¨me 3;Hesperis matronalis;hesperis matronalis;281533;281533;species;http://www.wikidata.org/entity/Q1857886;Q1857886
CH 0 FRIBG 20050515;Hesperis matronalis L.;Alp. calcaire 2;Hesperis matronalis;hesperis matronalis;281533;281533;species;http://www.wikidata.org/entity/Q1857886;Q1857886
XX 0 BAS 1430/00;Hessea breviflora Herb.;Multiplication;Viola biflora;viola biflora;436216;436216;species;http://www.wikidata.org/entity/Q232344;Q232344
XX 0 FRIBG 10000347;Heteranthera zosterifolia Mart.;Serre 4;Heteranthera zosterifolia;heteranthera zosterifolia;201059;201059;species;;
XX 0 FRIBG 20200014;Heuchera americana L. s.l.;Syst‚¨me 2;Heuchera americana;heuchera americana;883164;883164;species;;
XX 0 FRIBG 20100208;Hibiscus cannabinus L.;Serre 5;Hibiscus cannabinus;hibiscus cannabinus;393745;393745;species;http://www.wikidata.org/entity/Q1137540;Q1137540
US 0 FRIBG 20010379;Hibiscus moscheutos L.;Rocaille 2;Hibiscus moscheutos;hibiscus moscheutos;779798;779798;species;http://www.wikidata.org/entity/Q159479;Q159479
XX 0 BRUGL 1/1994 G S;Hibiscus sabdariffa L. s.l.;Serre 5;Hibiscus sabdariffa;hibiscus sabdariffa;120930;120930;species;http://www.wikidata.org/entity/Q319390;Q319390
XX 0 FRIBG 10001329;Hibiscus syriacus L.;Syst‚¨me 3;Hibiscus syriacus;hibiscus syriacus;930407;930407;species;http://www.wikidata.org/entity/Q157756;Q157756
XX 0 FRIBG 20150381;Hibiscus tiliaceus L.;Serre 5;Hibiscus tiliaceus;hibiscus tiliaceus;120948;120948;species;http://www.wikidata.org/entity/Q715899;Q715899
XX 0 FRIBG 10000131;Hibiscus trionum L.;Syst‚¨me 3;Hibiscus trionum;hibiscus trionum;120915;120915;species;http://www.wikidata.org/entity/Q157854;Q157854
XX 0 FRIBG 10001330;Hieracium amplexicaule L.;Syst‚¨me 1;Hieracium amplexicaule;hieracium amplexicaule;447841;447841;species;http://www.wikidata.org/entity/Q2235059;Q2235059
CH 00 FRIBG 20160517;Hieracium aurantiacum L.;Syst‚¨me 1;Hieracium aurantiacum;hieracium aurantiacum;285884;285884;species;;
XX 0 FRIBG 19890441;Hieracium bombycinum Boiss. et Reut.;Pl. m‚dit.;Hieracium bombycinum;hieracium bombycinum;3898319;3898319;species;;
XX 0 JENA 7281122-00;Hieracium bornmuelleri Freyn;Pl. m‚dit.;Hieracium cymosum;hieracium cymosum;809689;809689;species;;
IT 0 FRIBG 20160441;Hieracium cymosum L.;Alp. calcaire 1;Hieracium cymosum;hieracium cymosum;809689;809689;species;;
FR 0 FRIBG 20140001;Hieracium eriophorum St.-Amans;Syst‚¨me 1;Hieracium eriophorum;hieracium eriophorum;569326;569326;species;;
XX 0 TR 20060602;Hieracium glaucum All.;Syst‚¨me 1;Hieracium glaucum;hieracium glaucum;780088;780088;species;;
PL 0 FRIBG 20190307;Hieracium laevigatum aggr.;Syst‚¨me 1;Hieracium laevigatum;hieracium laevigatum;825002;825002;species;;
XX 0 FRIBG 10001338;Hieracium murorum aggr.;Syst‚¨me 1;Hieracium murorum;hieracium murorum;620195;620195;species;;
FR 0 FRIBG 20090333;Hieracium peletierianum M‚rat;Steppe val.;;;;;;;
CH 0 FRIBG 19910450;Hieracium pilosella L.;Alp. siliceux;Hieracium pilosella;hieracium pilosella;752654;752654;species;http://www.wikidata.org/entity/Q15593797;Q15593797
CH 0 FRIBG 20020633;Hieracium pilosella L.;Steppe val.;Hieracium pilosella;hieracium pilosella;752654;752654;species;http://www.wikidata.org/entity/Q15593797;Q15593797
XX 0 FRIBG 19870411;Hieracium piloselloides Vill.;Alp. calcaire 3;Hieracium piloselloides;hieracium piloselloides;920718;920718;species;;
CH 0 FRIBG 20040022;Hieracium sabaudum aggr.;Steppe val.;Hieracium sabaudum;hieracium sabaudum;498031;498031;species;;
XX 0 FRIBG 19870068;Hieracium schmidtii aggr.;Alp. siliceux;Hieracium schmidtii;hieracium schmidtii;447834;447834;species;;
FR 0 FRIBG 20080293;Hieracium tomentosum L.;Steppe val.;Hieracium tomentosum;hieracium tomentosum;266360;266360;species;;
CH 0 FRIBG 20040007;Hieracium umbellatum L.;Steppe val.;Hieracium umbellatum;hieracium umbellatum;1095913;1095913;species;http://www.wikidata.org/entity/Q968658;Q968658
CH 0 FRIBG 20020482;Hieracium valdepilosum Vill.;Alp. calcaire 6;Hieracium valdepilosum;hieracium valdepilosum;3897930;3897930;species;;
CH 0 Z 20180995;Hieracium villosum Jacq.;Alp. calcaire 6;Hieracium valdepilosum;hieracium valdepilosum;3897930;3897930;species;;
XX 0 FRIBG 20150325;Hippocrepis emerus (L.) Lassen;Syst‚¨me 2;Hippocrepis emerus;hippocrepis emerus;872809;872809;species;http://www.wikidata.org/entity/Q159635;Q159635
CH 0 FRIBG 20020501;Hippocrepis emerus (L.) Lassen;Steppe val.;Hippocrepis emerus;hippocrepis emerus;872809;872809;species;http://www.wikidata.org/entity/Q159635;Q159635
XX 0 FRIBG 10000132;Hippocrepis unisiliquosa L.;Syst‚¨me 2;Hippocrepis unisiliquosa;hippocrepis unisiliquosa;947356;947356;species;;
XX 0 FRIBG 20150322;Hippophae rhamnoides L.;Syst‚¨me 2;Hippophae rhamnoides;hippophae rhamnoides;623185;623185;species;http://www.wikidata.org/entity/Q165378;Q165378
XX 0 FRIBG 10002607;Hippophae rhamnoides L.;Entr‚e Mus‚e;Hippophae rhamnoides;hippophae rhamnoides;623185;623185;species;http://www.wikidata.org/entity/Q165378;Q165378
CH 0 FRIBG 19930411;Hippuris vulgaris L.;Pl. aquatiques;Hippuris vulgaris;hippuris vulgaris;880703;880703;species;http://www.wikidata.org/entity/Q33115;Q33115
XX 0 FRIBG 10003244;Hirschfeldia incana (L.) Lagr.-Foss.;Syst‚¨me 3;Hirschfeldia incana;hirschfeldia incana;135898;135898;species;http://www.wikidata.org/entity/Q161477;Q161477
XX 0 FRIBG 10000349;Hoffmannia discolor (Lem.) Hermsl.;Serre 4;Hoffmannia discolor;hoffmannia discolor;5784219;5784219;species;;
CH 0 FRIBG 20140022;Holcus lanatus L.;Syst‚¨me 4;Holcus lanatus;holcus lanatus;762970;762970;species;;
XX 0 FRIBG 10001342;Holodiscus dumosus (Hook.) A. Heller;Syst‚¨me 2;Holodiscus dumosus;holodiscus dumosus;3902664;3902664;species;;
XX 0 FRIBG 20170030;Holothrix burchellii (Lindl.) Rchb.f.;Serre froide;Holothrix burchellii;holothrix burchellii;3971090;3971090;species;;
CH 0 FRIBG 20040676;Homogyne alpina (L.) Cass.;Alp. siliceux;Homogyne alpina;homogyne alpina;153941;153941;species;http://www.wikidata.org/entity/Q1815404;Q1815404
XX 0 FRIBG 19900308;Hordeum bulbosum L.;Syst‚¨me 4;Hordeum bulbosum;hordeum bulbosum;657956;657956;species;http://www.wikidata.org/entity/Q12218900;Q12218900
XX 0 FRIBG 10001344;Hordeum jubatum L.;Syst‚¨me 4;Hordeum jubatum;hordeum jubatum;657960;657960;species;;
XX 0 FRIBG 10000133;Hordeum murinum subsp. leporinum (Link) Arcang.;Syst‚¨me 4;Hordeum murinum;hordeum murinum;1054626;1054626;species;;
XX 0 FRIBG 20090470;Hordeum vulgare L. subsp. vulgare convar. vulgare 'Cervoise';Syst‚¨me 4;Hordeum vulgare;hordeum vulgare;657948;657948;species;http://www.wikidata.org/entity/Q11577;Q11577
XX 0 FRIBG 10001350;Hordeum vulgare L. subsp. vulgare convar. vulgare (orge ‚  quatre rangs);Syst‚¨me 4;;;;;;;
XX 0 FRIBG 10001351;Hordeum vulgare L. subsp. vulgare convar. vulgare (orge ‚  six rangs);Syst‚¨me 4;;;;;;;
XX 0 FRIBG 20180486;Hordeum vulgare L. subsp. vulgare convar. vulgare (orge nue) 'Oberwald';Syst‚¨me 4;Hordeum vulgare;hordeum vulgare;657948;657948;species;http://www.wikidata.org/entity/Q11577;Q11577
IL 0 FRIBG 20090456;Hordeum vulgare subsp. spontaneum (K. Koch) Thell.;Syst‚¨me 4;Hordeum vulgare;hordeum vulgare;657948;657948;species;http://www.wikidata.org/entity/Q11577;Q11577
XX 0 FRIBG 10001348;Hordeum vulgare subsp. vulgare convar. distichon (L.) Alef. ' Orge paon';Syst‚¨me 4;Hordeum vulgare;hordeum vulgare;657948;657948;species;http://www.wikidata.org/entity/Q11577;Q11577
XX 0 FRIBG 20060652;Hordeum vulgare subsp. vulgare convar. distichon (L.) Alef. 'Orge noire';Syst‚¨me 4;Hordeum vulgare;hordeum vulgare;657948;657948;species;http://www.wikidata.org/entity/Q11577;Q11577
XX 0 FRIBG 10001352;Horminum pyrenaicum L.;Alp. calcaire 1;Horminum pyrenaicum;horminum pyrenaicum;880704;880704;species;;
XX 0 FRIBG 20140293;Hosta minor (Baker) Nakai;Syst‚¨me 4;Hosta minor;hosta minor;885815;885815;species;;
XX 0 FRIBG 20010373;Hosta montana Maekawa;Rocaille 2;Carex montana;carex montana;879276;879276;species;;
XX 0 FRIBG 19910154;Hosta sieboldiana (Hook.) Engl. var. sieboldiana;Syst‚¨me 4;Hosta sieboldiana;hosta sieboldiana;322367;322367;species;http://www.wikidata.org/entity/Q882424;Q882424
CH 0 FRIBG 20080446;Hottonia palustris L.;Pl. prot‚g‚es;Hottonia palustris;hottonia palustris;110111;110111;species;;
XX 0 FRIBG 19930345;Hovenia dulcis Thunb.;Syst‚¨me 2;Hovenia dulcis;hovenia dulcis;870613;870613;species;http://www.wikidata.org/entity/Q1478203;Q1478203
XX 0 FRIBG 20130263;Howea forsteriana Becc.;Multiplication;Howea forsteriana;howea forsteriana;867199;867199;species;;
XX 0 FRIBG 2012169;Hoya australis Traill;Serre 4;Hoya australis;hoya australis;178865;178865;species;http://www.wikidata.org/entity/Q311190;Q311190
XX 0 FRIBG 2012175;Hoya brevialata D. Kleijn et R. van Donkelaar;Serre 4;Hoya brevialata;hoya brevialata;5521985;5521985;species;;
XX 0 FRIBG 2012170;Hoya carnosa (L. f.) R. Br.;Serre 4;Hoya carnosa;hoya carnosa;790018;790018;species;http://www.wikidata.org/entity/Q134347;Q134347
XX 0 FRIBG 2012171;Hoya carnosa (L. f.) R. Br. 'Krinkle 8';Serre 4;Hoya carnosa;hoya carnosa;790018;790018;species;http://www.wikidata.org/entity/Q134347;Q134347
XX 0 FRIBG 2012172;Hoya carnosa (L. f.) R. Br. 'Tricolor';Serre 4;Hoya carnosa;hoya carnosa;790018;790018;species;http://www.wikidata.org/entity/Q134347;Q134347
;Hoya linearis;Serre 5 Himalaya;Hoya linearis;hoya linearis;670903;670903;species;;
XX 0 FRIBG 20070553;Hoya sp.;Serre 4;Hoya;hoya.;225992;225992;genus;http://www.wikidata.org/entity/Q157749;Q157749
XX 0 FRIBG 2012178;Hoya sp.;Serre 4;Hoya;hoya.;225992;225992;genus;http://www.wikidata.org/entity/Q157749;Q157749
XX 0 FRIBG 2012179;Hoya sp.;Serre 4;Hoya;hoya.;225992;225992;genus;http://www.wikidata.org/entity/Q157749;Q157749
XX 0 FRIBG 20090139;Huernia schneideriana A. Berger;Serre 1 S-Afr.;Huernia;huernia.;178897;178897;genus;;
XX 0 FRIBG 20120343;Huernia sp.;Serre 1 S-Afr.;Huernia;huernia.;178897;178897;genus;;
XX 0 FRIBG 20070564;Huernia sp.;Serre 1 S-Afr.;Huernia;huernia.;178897;178897;genus;;
XX 0 FRIBG 10002608;Humulus lupulus L.;Syst‚¨me 2;Humulus lupulus;humulus lupulus;84020;84020;species;http://www.wikidata.org/entity/Q104212;Q104212
XX 0 FRIBG 10002608;Humulus lupulus L.;M‚dicinal;Humulus lupulus;humulus lupulus;84020;84020;species;http://www.wikidata.org/entity/Q104212;Q104212
XX 0 FRIBG 20200350;Hunnemannia fumariifolia Sweet;Syst‚¨me 3;Begonia ulmifolia;begonia ulmifolia;122445;122445;species;;
XX 0 BHU F-1973-1092;Hyacinthoides hispanica (Mill.) Rothm.;G‚ophytes;Hyacinthoides hispanica;hyacinthoides hispanica;652820;652820;species;http://www.wikidata.org/entity/Q159629;Q159629
FR 0 FRIBG 20090244;Hyacinthoides non-scripta (L.) Rothm.;G‚ophytes;Hyacinthoides non-scripta;hyacinthoides non-scripta;268365;268365;species;http://www.wikidata.org/entity/Q164013;Q164013
XX 0 GIESS 0-U-1293;Hydnophytum formicarum Jack;Serre 4;Hydnophytum formicarum;hydnophytum formicarum;233588;233588;species;http://www.wikidata.org/entity/Q1640090;Q1640090
XX 0 FRIBG 19600001;Hydrangea anomala subsp. petiolaris McClintock;Cour;Hydrangea anomala;hydrangea anomala;221374;221374;species;http://www.wikidata.org/entity/Q148137;Q148137
XX 0 FRIBG 10001361;Hydrangea arborescens subsp. discolor (Ser.) E.M. McClint.;Syst‚¨me 2;Hydrangea arborescens;hydrangea arborescens;785493;785493;species;http://www.wikidata.org/entity/Q278173;Q278173
XX 0 FRIBG 20190227;Hydrangea aspera D. Don;Syst‚¨me 2;Hydrangea aspera;hydrangea aspera;337774;337774;species;http://www.wikidata.org/entity/Q1332124;Q1332124
XX 0 FRIBG 10001368;Hydrangea macrophylla (Murray) Ser.;Syst‚¨me 2;Hydrangea macrophylla;hydrangea macrophylla;162001;162001;species;http://www.wikidata.org/entity/Q159219;Q159219
XX 0 FRIBG 20150351;Hydrangea paniculata Siebold 'Grandiflora';Syst‚¨me 2;Hydrangea paniculata;hydrangea paniculata;225987;225987;species;http://www.wikidata.org/entity/Q158443;Q158443
XX 0 FRIBG 20080449;Hydrangea quercifolia W. Bartram;Place du bouleau;Hydrangea quercifolia;hydrangea quercifolia;889515;889515;species;http://www.wikidata.org/entity/Q368161;Q368161
XX 0 FRIBG 20080449;Hydrangea quercifolia W. Bartram;Syst‚¨me 2;Hydrangea quercifolia;hydrangea quercifolia;889515;889515;species;http://www.wikidata.org/entity/Q368161;Q368161
XX 0 FRIBG 10001371;Hydrastis canadensis L.;M‚dicinal;Hydrastis canadensis;hydrastis canadensis;1072050;1072050;species;http://www.wikidata.org/entity/Q1051710;Q1051710
XX 0 FRIBG 10000355;Hydrocotyle verticillata Thunb.;Serre 4;Hydrocotyle verticillata;hydrocotyle verticillata;6801;6801;species;;
XX 0 FRIBG 10002862;Hydrocotyle vulgaris L.;Pl. aquatiques;Hydrocotyle vulgaris;hydrocotyle vulgaris;322358;322358;species;;
CH 0 FRIBG 20030996;Hydrocotyle vulgaris L.;Pl. prot‚g‚es;Hydrocotyle vulgaris;hydrocotyle vulgaris;322358;322358;species;;
CH 0 FRIBG 20030996;Hydrocotyle vulgaris L.;Zone humide;Hydrocotyle vulgaris;hydrocotyle vulgaris;322358;322358;species;;
XX 0 BAS 3939/95;Hygroryza aristata (Retz.) Nees ex Wight & Arn.;Serre 4;Asperula aristata;asperula aristata;841497;841497;species;;
XX 0 FRIBG 20040728;Hylocereus undatus (Haw.) Britton et Rose;Serre 5;Hylocereus undatus;hylocereus undatus;334881;334881;species;http://www.wikidata.org/entity/Q131730;Q131730
XX 0 FRIBG 19470003;Hymenocallis speciosa Salisb.;Serre 4;Hymenocallis speciosa;hymenocalliseciosa;591380;591380;species;http://www.wikidata.org/entity/Q5956477;Q5956477
FR 0 FRIBG 20010614;Hyoscyamus niger L.;Syst‚¨me 1;Hyoscyamus niger;hyoscyamus niger;822716;822716;species;http://www.wikidata.org/entity/Q161058;Q161058
FR 0 FRIBG 20010614;Hyoscyamus niger L.;M‚dicinal;Hyoscyamus niger;hyoscyamus niger;822716;822716;species;http://www.wikidata.org/entity/Q161058;Q161058
IT 0 FRIBG 19910521;Hyoseris radiata L. subsp. radiata;Pl. m‚dit.;Hyoseris radiata;hyoseris radiata;1016025;1016025;species;http://www.wikidata.org/entity/Q2267727;Q2267727
XX 0 FRIBG 10001378;Hypericum androsaemum L.;Syst‚¨me 2;Hypericum androsaemum;hypericum androsaemum;283621;283621;species;http://www.wikidata.org/entity/Q886411;Q886411
XX 0 FRIBG 10001379;Hypericum annulatum Moris;Pl. m‚dit.;Hypericum annulatum;hypericum annulatum;541328;541328;species;http://www.wikidata.org/entity/Q17565900;Q17565900
XX 0 FRIBG 10001380;Hypericum ascyron L.;Syst‚¨me 2;Hypericum ascyron;hypericum ascyron;215651;215651;species;http://www.wikidata.org/entity/Q1041898;Q1041898
XX 0 FRIBG 10001381;Hypericum barbatum Jacq.;Pl. m‚dit.;Hypericum barbatum;hypericum barbatum;669041;669041;species;http://www.wikidata.org/entity/Q17565867;Q17565867
XX 0 FRIBG 10001382;Hypericum calycinum L.;Syst‚¨me 2;Hypericum calycinum;hypericum calycinum;974219;974219;species;http://www.wikidata.org/entity/Q159330;Q159330
IT 0 BERN 2000/21 W S;Hypericum coris L.;Alp. calcaire 3;Hypericum coris;hypericum coris;295780;295780;species;http://www.wikidata.org/entity/Q2123478;Q2123478
CH 0 FRIBG 19890870;Hypericum maculatum Crantz subsp. maculatum;Alp. calcaire 1;Hypericum maculatum;hypericum maculatum;331010;331010;species;http://www.wikidata.org/entity/Q162486;Q162486
XX 0 FRIBG 10001386;Hypericum orientale L.;Rocaille 1;Hypericum orientale;hypericum orientale;725673;725673;species;;
CH 0 FRIBG 20060001;Hypericum perforatum L. subsp. perforatum;Syst‚¨me 2;Hypericum perforatum;hypericum perforatum;618681;618681;species;http://www.wikidata.org/entity/Q158289;Q158289
CH 0 FRIBG 19890885;Hypericum perforatum L. subsp. perforatum;Steppe val.;Hypericum perforatum;hypericum perforatum;618681;618681;species;http://www.wikidata.org/entity/Q158289;Q158289
CH 0 FRIBG 20060001;Hypericum perforatum L. subsp. perforatum;M‚dicinal;Hypericum perforatum;hypericum perforatum;618681;618681;species;http://www.wikidata.org/entity/Q158289;Q158289
XX 0 FRIBG 19950403;Hypericum prolificum L.;Syst‚¨me 2;Hypericum prolificum;hypericum prolificum;1036384;1036384;species;http://www.wikidata.org/entity/Q17812747;Q17812747
IT 0 FRIBG 20180256;Hypericum richeri Vill.;Alp. calcaire 5;Hypericum richeri;hypericum richeri;870734;870734;species;http://www.wikidata.org/entity/Q2151112;Q2151112
XX 0 FRIBG 19950253;Hypericum tomentosum L.;Pl. m‚dit.;Hypericum tomentosum;hypericum tomentosum;507745;507745;species;http://www.wikidata.org/entity/Q13212595;Q13212595
XX 0 FRIBG 10001389;Hypericum virginicum L.;Syst‚¨me 2;Hypericum virginicum;hypericum virginicum;201942;201942;species;;
CH 0 BERN 2014/232;Hypochaeris maculata L.;Alp. calcaire 1;Hypochaeris maculata;hypochaeris maculata;388985;388985;species;http://www.wikidata.org/entity/Q587353;Q587353
CH 0 BERN 2014/232;Hypochaeris maculata L.;Pl. prot‚g‚es;Hypochaeris maculata;hypochaeris maculata;388985;388985;species;http://www.wikidata.org/entity/Q587353;Q587353
CH 0 FRIBG 20160289;Hypochaeris radicata L.;Syst‚¨me 1;Hypochaeris radicata;hypochaeris radicata;388993;388993;species;;
FR 0 FRIBG 20010022;Hypochaeris robertia Fiori;Rocaille 2;Hypochaeris robertia;hypochaeris robertia;388992;388992;species;;
CH 0 Z 20130964;Hypochaeris uniflora Vill.;Alp. siliceux;Hypochaeris uniflora;hypochaeris uniflora;388998;388998;species;;
XX 0 FRIBG 19970621;Hypoestes phyllostachya Baker;Serre 4;Hypoestes phyllostachya;hypoestes phyllostachya;379356;379356;species;http://www.wikidata.org/entity/Q5959593;Q5959593
XX 0 FRIBG 20160354;Hyssopus officinalis L.;Mur;Hyssopus officinalis;hyssopus officinalis;880695;880695;species;http://www.wikidata.org/entity/Q137931;Q137931
XX 0 FRIBG 10000135;Hyssopus officinalis L.;Syst‚¨me 1;Hyssopus officinalis;hyssopus officinalis;880695;880695;species;http://www.wikidata.org/entity/Q137931;Q137931
XX 0 FRIBG 20020088;Hystrix patula Moench;Syst‚¨me 4;Hystrix patula;hystrix patula;339272;339272;species;;
XX 0 FRIBG 10000057;Iberis amara L.;Syst‚¨me 3;Iberis amara;iberis amara;299720;299720;species;http://www.wikidata.org/entity/Q141728;Q141728
XX 0 FRIBG 20050473;Iberis amara L.;Pl. prot‚g‚es;Iberis amara;iberis amara;299720;299720;species;http://www.wikidata.org/entity/Q141728;Q141728
XX 0 FRIBG 10001391;Iberis corifolia Sweet.;Pl. m‚dit.;Iberis corifolia;iberis corifolia;3932342;3932342;species;;
XX 0 FRIBG 10002610;Iberis pruitii Tineo;Rocaille 1;Iberis pruitii;iberis pruitii;5520184;5520184;species;;
XX 0 FRIBG 19860013;Iberis saxatilis L.;Pl. m‚dit.;Iberis saxatilis;iberis saxatilis;3932328;3932328;species;;
IT 0 FRIBG 20070380;Iberis saxatilis L.;Rocaille 1;Iberis saxatilis;iberis saxatilis;3932328;3932328;species;;
XX 0 FRIBG 19870502;Iberis sempervirens L.;Pl. m‚dit.;Iberis sempervirens;iberis sempervirens;650679;650679;species;;
XX 0 FRIBG 10003100;Iberis sempervirens L.;Syst‚¨me 3;Iberis sempervirens;iberis sempervirens;650679;650679;species;;
XX 0 FRIBG 10001396;Ilex aquifolium L. 'Aureomarginata';Pourtour engazonn‚ du syst‚¨me;Ilex aquifolium;ilex aquifolium;670988;670988;species;http://www.wikidata.org/entity/Q192190;Q192190
XX 0 FRIBG 10003634;Ilex aquifolium L. femelle;Pourtour engazonn‚ du syst‚¨me;Ilex aquifolium;ilex aquifolium;670988;670988;species;http://www.wikidata.org/entity/Q192190;Q192190
XX 0 FRIBG 10001395;Ilex aquifolium L. m‚¢le;Syst‚¨me 1;;;;;;;
XX 0 FRIBG 10002752;Ilex aquifolium L. m‚¢le;Pourtour engazonn‚ du syst‚¨me;;;;;;;
XX 0 FRIBG 20150369;Ilex crenata Thunb.;Syst‚¨me 1;Ilex crenata;ilex crenata;671004;671004;species;http://www.wikidata.org/entity/Q1328685;Q1328685
XX 0 FRT 1994/2428;Ilex paraguariensis St. Hil.;Multiplication;Quercus ilex;quercus ilex;272692;272692;species;http://www.wikidata.org/entity/Q218155;Q218155
XX 0 FRIBG 20160202;Ilex verticillata (L.) A. Gray;Syst‚¨me 1;Ilex verticillata;ilex verticillata;68444;68444;species;http://www.wikidata.org/entity/Q3487324;Q3487324
XX 0 FRIBG 10000058;Impatiens balsamina L.;Syst‚¨me 2;Impatiens balsamina;impatiens balsamina;326129;326129;species;http://www.wikidata.org/entity/Q845019;Q845019
XX 0 FRIBG 20000152;Impatiens congolensis G.M. Schulze et R. Wilezek;Serre 4;Impatiens congolensis;impatiens congolensis;157782;157782;species;;
PAYS INCONNU FRIBG 20130306;Impatiens platypetala Lindl.;Serre 4;Impatiens platypetala;impatiens platypetala;900158;900158;species;http://www.wikidata.org/entity/Q6006124;Q6006124
XX 0 FRIBG 10001404;Impatiens scabrida DC.;Syst‚¨me 2;Impatiens scabrida;impatiens scabrida;1074041;1074041;species;http://www.wikidata.org/entity/Q15225341;Q15225341
XX 0 FRIBG 10001405;Impatiens walleriana Hook. f.;Syst‚¨me 2;Impatiens walleriana;impatiens walleriana;510792;510792;species;;
XX 0 FRIBG 20170486;Impatiens x new guinea;Syst‚¨me 2;x Astroworthia;x astroworthia;220658;220658;genus;;
XX 0 ROTT 20050056;Incarvillea sinensis Lam.;Rocaille 2;Incarvillea sinensis;incarvillea sinensis;591880;591880;species;http://www.wikidata.org/entity/Q15225800;Q15225800
CN 0 REYK 1998/001;Incarvillea zhongdianensis Grey-Wilson;Rocaille 2;Incarvillea zhongdianensis;incarvillea zhongdianensis;1066470;1066470;species;;
XX 0 FRIBG 10001406;Indigofera gerardiana Graham;Syst‚¨me 2;Indigofera gerardiana;indigofera gerardiana;197230;197230;species;;
XX 0 FRIBG 10001407;Indigofera potaninii Craib.;Microscopie;Indigofera potaninii;indigofera potaninii;5147292;5147292;species;;
XX 0 FRIBG 20150128;Indigofera tinctoria L.;Serre 5;Indigofera tinctoria;indigofera tinctoria;342886;342886;species;http://www.wikidata.org/entity/Q165213;Q165213
XX 0 FRIBG 20200362;Inga edulis Mart.;Serre 5;Inga edulis;inga edulis;600238;600238;species;;
XX 0 FRIBG 20180072;Inula ensifolia L.;Pl. m‚dit.;Inula ensifolia;inula ensifolia;3899067;3899067;species;;
XX 0 FRIBG 10000059;Inula helenium L.;Syst‚¨me 1;Inula helenium;inula helenium;319410;319410;species;http://www.wikidata.org/entity/Q697416;Q697416
XX 0 FRIBG 10000059;Inula helenium L.;M‚dicinal;Inula helenium;inula helenium;319410;319410;species;http://www.wikidata.org/entity/Q697416;Q697416
CH 0 FRIBG 20020649;Inula helvetica Weber;Pl. prot‚g‚es;Inula helvetica;inula helvetica;3899073;3899073;species;;
AT 0 FRIBG 20050147;Inula hirta L.;Alp. calcaire 2;Inula hirta;inula hirta;71930;71930;species;;
XX 0 FRIBG 10001409;Inula salicina L.;Syst‚¨me 1;Inula salicina;inula salicina;959573;959573;species;http://www.wikidata.org/entity/Q1516461;Q1516461
XX 0 FRIBG 10002613;Inula salicina L.;Zone humide;Inula salicina;inula salicina;959573;959573;species;http://www.wikidata.org/entity/Q1516461;Q1516461
XX 0 FRIBG 20010017;Ipheion uniflorum Raf.;Rocaille 1;Ipheion uniflorum;ipheion uniflorum;542833;542833;species;http://www.wikidata.org/entity/Q15506256;Q15506256
UY 0 WURZB 90-380-K-30;Ipheion uniflorum Raf.;G‚ophytes;Ipheion uniflorum;ipheion uniflorum;542833;542833;species;http://www.wikidata.org/entity/Q15506256;Q15506256
XX 0 FRIBG 20190402;Ipomoea batatas (L.) Lam.;Serre 5;Ipomoea batatas;ipomoea batatas;1071040;1071040;species;http://www.wikidata.org/entity/Q37937;Q37937
XX 0 FRIBG 20170397;Ipomoea batatas (L.) Lam.;Syst‚¨me 1;Ipomoea batatas;ipomoea batatas;1071040;1071040;species;http://www.wikidata.org/entity/Q37937;Q37937
XX 0 FRIBG 20120201;Ipomoea desmophylla Choisy;Place du tilleul;Ipomoea desmophylla;ipomoea desmophylla;6090874;6090874;species;;
XX 0 FRIBG 20020710;Ipomoea hederacea Jacq.;Place du tilleul;Ipomoea hederacea;ipomoea hederacea;989650;989650;species;http://www.wikidata.org/entity/Q159795;Q159795
XX 0 FRIBG 10001412;Ipomoea lobata (Cerv.) Thell.;Syst‚¨me 1;Ipomoea lobata;ipomoea lobata;270717;270717;species;http://www.wikidata.org/entity/Q159207;Q159207
XX 0 FRIBG 20120200;Ipomoea muricata (L.) Jacq.;Place du tilleul;Ipomoea muricata;ipomoea muricata;563686;563686;species;http://www.wikidata.org/entity/Q28502772;Q28502772
XX 0 FRIBG 10001413;Ipomoea purpurea (L.) Roth;Syst‚¨me 1;Ipomoea purpurea;ipomoea purpurea;1071036;1071036;species;http://www.wikidata.org/entity/Q1630964;Q1630964
DE 0 B 2010105;Ipomoea quamoclit L.;Syst‚¨me 1;Ipomoea quamoclit;ipomoea quamoclit;1005223;1005223;species;http://www.wikidata.org/entity/Q311056;Q311056
XX 0 FRIBG 10001414;Ipomoea tricolor Cav. 'Praecox';Syst‚¨me 1;Ipomoea tricolor;ipomoea tricolor;420246;420246;species;http://www.wikidata.org/entity/Q159698;Q159698
XX 0 FRIBG 10001416;Iresine lindenii Van Houtte;Syst‚¨me 3;Iresine lindenii;iresine lindenii;3944629;3944629;species;http://www.wikidata.org/entity/Q49553222;Q49553222
RU 0 OSN 2012-204;Iris biglumis Vahl.;G‚ophytes;Iris biglumis;iris biglumis;513606;513606;species;;
RU 0 OSN 2012-190;Iris bloudowii Ledeb.;Rocaille 1;Iris bloudowii;iris bloudowii;513604;513604;species;;
RU 0 OSN 2012-190;Iris bloudowii Ledeb.;G‚ophytes;Iris bloudowii;iris bloudowii;513604;513604;species;;
