mg;Plant_ID;spl_code;Airtable;unknown;x_coord;y_coord;UUID
49.5;Dactylis glomerata L.;DBGI_SPL_000551;airtable:///appxkOPNiCtv6Ucww/tblzH2zLfdPf1HhIu/viwfX1MjXfIm9yaKs/recd6mBTuL4wg9xkx;;7.156666105;46.79230697;{7ae46758-1268-4f94-9632-b7b8ef467dda}
47.9;Aaunknown;DBGI_SPL_000552;;brassica indetermin̩;7.156602017;46.79239295;{20aea8f6-dc25-4352-91b3-bdaafaf5470c}
51.1;Berberis candidula (C.K. Schneid.) C.K. Schneid.;DBGI_SPL_000553;airtable:///appxkOPNiCtv6Ucww/tblzH2zLfdPf1HhIu/viwfX1MjXfIm9yaKs/recBsK4KSmqGWCXOL;;7.156544826;46.79233359;{a118adb9-a6db-42f2-962c-05afa9382fae}
51.6;Berberis vulgaris L.;DBGI_SPL_000554;airtable:///appxkOPNiCtv6Ucww/tblzH2zLfdPf1HhIu/viwfX1MjXfIm9yaKs/recTiNh8VDsfZCRv0;;7.156521566;46.79237115;{818e5e4f-b7b3-47ec-b393-2d614ca5420d}
52.1;Sarcococca confusa Sealy;DBGI_SPL_000555;airtable:///appxkOPNiCtv6Ucww/tblzH2zLfdPf1HhIu/viwfX1MjXfIm9yaKs/recDEFIysOoAQSwsA;;7.156617475;46.79226213;{c6ba0bc8-ff60-497d-9e49-f7ac14e77532}
48.7;Brassica oleracea L. Capitata Group;DBGI_SPL_000556;;;7.15659103;46.79240248;{a911b6b3-f361-4bd6-94f7-4d4b63db8bdb}
49;Hystrix patula Moench;DBGI_SPL_000557;airtable:///appxkOPNiCtv6Ucww/tblzH2zLfdPf1HhIu/viwfX1MjXfIm9yaKs/recqPbhF26EnVdOd2;;7.156580662;46.79235749;{73de03bc-6df0-41f8-9d89-3dd42daceec3}
49.5;Festuca rubra L. s.l.;DBGI_SPL_000558;airtable:///appxkOPNiCtv6Ucww/tblzH2zLfdPf1HhIu/viwfX1MjXfIm9yaKs/rec1syWYSLRn9Pk3D;;7.156648882;46.79232845;{e4c79cd3-b9e8-45a3-b77e-fe24c8cc64f6}
49.1;;DBGI_SPL_000559;airtable:///appxkOPNiCtv6Ucww/tblzH2zLfdPf1HhIu/viwfX1MjXfIm9yaKs/reci7iNnd1xdxf8tr;Festuca altissima;7.156636832;46.79233077;{a83ac989-8894-44c1-afd1-e8ff02fdcc6a}
51.8;Brassica oleracea L. Gongylodes Group;DBGI_SPL_000560;;;7.156578313;46.79242494;{b4ea0067-73c2-4de6-94d4-799c5cb121a7}
50.5;;DBGI_SPL_000561;airtable:///appxkOPNiCtv6Ucww/tblzH2zLfdPf1HhIu/viwfX1MjXfIm9yaKs/recGOBDXC3E1txkgm;Melica nutans;7.156585089;46.79235355;{3f1efa3d-def0-44f3-ac8b-597c6710ac0f}
moisi;Iris kochii Stapf;DBGI_SPL_000564;;;7.156650902;46.79244671;{8723f42c-28c8-4a42-a290-a97422f5ef69}
47.7;Iris forrestii Dykes;DBGI_SPL_000565;;;7.156663368;46.79242986;{4327eb49-62e7-44ba-9407-4f52d23fdbd3}
moisi;Kniphofia ensifolia Baker s.l.;DBGI_SPL_000566;;;7.156630181;46.79241443;{f65f6cad-718a-4534-9218-5932ff7e394a}
51.9;Crocus sativus L.;DBGI_SPL_000567;;;7.156610652;46.79246458;{603d34b4-24f4-4b86-968b-a56cb787a6a8}
48;Fargesia robusta T.P. Yi 'Campbell';DBGI_SPL_000871;airtable:///appxkOPNiCtv6Ucww/tblzH2zLfdPf1HhIu/viwfX1MjXfIm9yaKs/recLL6o0lHklUf85v;;7.156682384;46.79228949;{d256a100-e646-4a64-a5b4-fc582830670b}
50.9;Brachypodium pinnatum (L.) P. Beauv.;DBGI_SPL_000873;airtable:///appxkOPNiCtv6Ucww/tblzH2zLfdPf1HhIu/viwfX1MjXfIm9yaKs/recrPIcFfZY9HCNkh;;7.156589761;46.79236221;{1c5d247b-0c7d-464c-8ae1-c81a78aa14e8}
47.8;;DBGI_SPL_000874;airtable:///appxkOPNiCtv6Ucww/tblzH2zLfdPf1HhIu/viwfX1MjXfIm9yaKs/recxEYLzvLPFXtdFw;Pennisetum villosum fresen;7.15670161;46.7922378;{ab653fe8-aefd-4cf8-9360-95d687580447}
48.5;Bromus erectus Huds. subsp. erectus;DBGI_SPL_000875;airtable:///appxkOPNiCtv6Ucww/tblzH2zLfdPf1HhIu/viwfX1MjXfIm9yaKs/rec7vxsYeupDXXhWD;;7.15659503;46.79235091;{a34e338d-908f-4eeb-8119-ef7e642b8c18}
51.8;Holcus lanatus L.;DBGI_SPL_000876;;;7.156608345;46.79236755;{19be02e1-079a-4cfa-8a61-c63aa88e88b1}
48.1;;DBGI_SPL_000877;airtable:///appxkOPNiCtv6Ucww/tblzH2zLfdPf1HhIu/viwfX1MjXfIm9yaKs/recwSwt6axFBGiTra;Miscanthus oligostachys;7.156653354;46.79227348;{502baa15-2055-47e0-bd3e-055ac7f366de}
47.8;Hordeum bulbosum L.;DBGI_SPL_000878;airtable:///appxkOPNiCtv6Ucww/tblzH2zLfdPf1HhIu/viwfX1MjXfIm9yaKs/recqLiYH7z2KWYNmO;;7.156582157;46.79236892;{04c99ec0-b26b-4348-9701-ff60c3679742}
47.9;Deschampsia cespitosa (L.) P. Beauv.;DBGI_SPL_000880;airtable:///appxkOPNiCtv6Ucww/tblzH2zLfdPf1HhIu/viwfX1MjXfIm9yaKs/recnFPXUtXJLNZMNc;;7.156658361;46.7923039;{5b57e5a9-98bb-4e79-bf45-96aa483e4932}
;;DBGI_SPL_000881;airtable:///appxkOPNiCtv6Ucww/tblzH2zLfdPf1HhIu/viwfX1MjXfIm9yaKs/recz7RNBZ8fdbHL2E;Lolium perenne;7.156628059;46.79234158;{bd24c5fa-ee74-41a9-a603-e65f615d54ab}
;;DBGI_SPL_000881;airtable:///appxkOPNiCtv6Ucww/tblzH2zLfdPf1HhIu/viwfX1MjXfIm9yaKs/recz7RNBZ8fdbHL2E;Lolium perenne;7.156628059;46.79234158;{86267abd-e245-414e-8b65-ee5b9229bea1}
49.8;Phyllostachys nigra var. henonis (Mitford) Rendle;DBGI_SPL_000882;airtable:///appxkOPNiCtv6Ucww/tblzH2zLfdPf1HhIu/viwfX1MjXfIm9yaKs/reca06XbL70uEpySL;;7.156674575;46.79229861;{e8e70d99-be71-4bb8-9eb4-47653cc475de}
49.5;Calamagrostis epigejos Roth.;DBGI_SPL_000883;;;7.156601854;46.7923766;{cf5c18f7-cd28-4588-8036-a85d7410e71e}
49.9;;DBGI_SPL_000884;airtable:///appxkOPNiCtv6Ucww/tblzH2zLfdPf1HhIu/viwfX1MjXfIm9yaKs/recrDRaAR0Ffu8FIz;Milium effusum;7.156633065;46.79233556;{daa6bb87-2765-4298-97c7-1e343b880c1e}
47.8;Agrostis capillaris L.;DBGI_SPL_000885;;;7.156620932;46.79236517;{e41e4660-1789-4d9e-8223-2a61094efc2c}
52.5;Ammophila arenaria (L.) Link;DBGI_SPL_000886;;;7.156612628;46.79236264;{26c0f386-598a-452d-babd-994ecf7eb778}
49.9;Epimedium pinnatum subsp. colchicum (Boiss.) N. Busch;DBGI_SPL_000887;airtable:///appxkOPNiCtv6Ucww/tblzH2zLfdPf1HhIu/viwfX1MjXfIm9yaKs/recero7zSalMiMUDh;;7.156516697;46.79238321;{c6588720-b5bd-491e-916f-63b96426fc02}
51;Helictotrichon pubescens Pilg.;DBGI_SPL_000888;;;7.156605764;46.79237268;{773240d4-0722-45d1-a4cb-0db2585b0abf}
49.2;Asphodelus ramosus L. subsp. ramosus;DBGI_SPL_000889;;;7.156629486;46.79243216;{8f5b2978-1966-47c7-9a65-58bf09ef1485}
49;Brassica napus subsp. rapifera Metzg.;DBGI_SPL_000890;;;7.156576167;46.79242951;{db848693-7a51-48d9-ad42-0a4f8f882730}
50.8;Sesleria argentea Savi;DBGI_SPL_000891;airtable:///appxkOPNiCtv6Ucww/tblzH2zLfdPf1HhIu/viwfX1MjXfIm9yaKs/rec9SiKZWO0gnT3V3;;7.156651886;46.79231241;{e7397e58-de96-4a5d-921d-7ec264e53b52}
52;Brassica oleracea L. Sabauda Group;DBGI_SPL_000892;;;7.156594445;46.79240065;{1913832d-de5b-43ad-ad1d-c14d67f134c7}
51.9;Gladiolus murielae Kelway;DBGI_SPL_000893;;;7.156618085;46.79246081;{f60a39fb-b48c-494f-aaa1-0735150f2bf0}
51.2;Koeleria macrantha (Ledeb.) Schult.;DBGI_SPL_000894;;;7.15661058;46.79238104;{52cc4cb9-317c-44e9-9fb1-acb77dc785a0}
48.5;Brassica oleracea L. Gemmifera Group;DBGI_SPL_000895;;;7.156595491;46.79239857;{0083b0f0-bc54-40f0-820d-7731b15295eb}
52.5;Hemerocallis fulva (L.) L.;DBGI_SPL_000896;;;7.156613535;46.79244667;{e90b6c09-1cc9-4147-a9b7-fc3a8b5e52cc}
49.2;Lolium multiflorum Lam.;DBGI_SPL_000897;airtable:///appxkOPNiCtv6Ucww/tblzH2zLfdPf1HhIu/viwfX1MjXfIm9yaKs/reczf2WzwXZuPqxgH;;7.156635461;46.79234384;{cdde918f-4d2b-4c16-92ce-72fafe76fdf4}
48.4;Briza media L.;DBGI_SPL_000898;;;7.156623204;46.79236142;{1c9f494a-6554-44de-afd7-a324c9d0a4ed}
51.6;Anthoxanthum odoratum L.;DBGI_SPL_000899;;;7.156613651;46.79237487;{5c2955d5-5453-4c41-9a9d-82623d18f3cc}
